entity,type,year
COM,ORG,1999
Windows,PRODUCT,1999
Windows NT,PRODUCT,1999
COM,ORG,1999
COM,ORG,1999
Company,ORG,1999
Microsoft Visual C++(R,ORG,1999
Company,ORG,1999
Windows,PRODUCT,1999
Microsoft,ORG,1999
Microsoft Access,ORG,1999
The Microsoft Visual InterDev(TM,ORG,1999
HTML,ORG,1999
Microsoft Visual J++(TM,ORG,1999
Java,ORG,1999
Java,LOC,1999
Microsoft Visual Studio(R,ORG,1999
Windows,PRODUCT,1999
Visual Basic,ORG,1999
Visual C++,ORG,1999
Microsoft Visual FoxPro(R,ORG,1999
Visual InterDev,ORG,1999
Visual J++,PERSON,1999
the Microsoft Developer Network,ORG,1999
Microsoft SQL Server,ORG,1999
Microsoft,ORG,1999
SQL,PRODUCT,1999
SQL Server,ORG,1999
Windows NT,PRODUCT,1999
Consumer and Commerce,ORG,1999
The Consumer and Commerce Group,ORG,1999
MSN Internet Access,ORG,1999
MSN Portal,ORG,1999
MSN Commerce Platforms,ORG,1999
The Microsoft Network,ORG,1999
MSN Internet Access,ORG,1999
MSN,ORG,1999
MSN Internet Access,ORG,1999
MSN Hotmail,ORG,1999
Microsoft MSN Messenger Service,ORG,1999
MSN Hotmail,PERSON,1999
40 million,CARDINAL,1999
French,LANGUAGE,1999
German,NORP,1999
Japanese,NORP,1999
MSN Messenger Service,ORG,1999
WebTV Networks,ORG,1999
the WebTV Network Service,ORG,1999
the WebTV Internet Terminal,ORG,1999
WebTV Plus Receiver,ORG,1999
Company,ORG,1999
Windows,PRODUCT,1999
MSN Portal,ORG,1999
MSN Portal,ORG,1999
Microsoft CarPoint(TM,ORG,1999
Microsoft Expedia(TM,ORG,1999
one,CARDINAL,1999
Microsoft,ORG,1999
MSN MoneyCentral(TM,PERSON,1999
daily,DATE,1999
MSNBC,ORG,1999
the MSNBC Cable Network,ORG,1999
MSN Commerce,ORG,1999
MSN Commerce,ORG,1999
MSN,ORG,1999
Microsoft Passport,ORG,1999
Microsoft Passport,ORG,1999
Microsoft Passport,ORG,1999
MSN LinkExchange,ORG,1999
Company,ORG,1999
November 1998,DATE,1999
TransPoint,ORG,1999
TransPoint,ORG,1999
Joint Ventures,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
50 percent,PERCENT,1999
DreamWorks Interactive L.L.C.,ORG,1999
DreamWorks SKG,ORG,1999
the remaining 50 percent,PERCENT,1999
Microsoft,ORG,1999
50 percent,PERCENT,1999
MSNBC Cable L.L.C.,ORG,1999
50 percent,PERCENT,1999
MSNBC Interactive News L.L.C.,ORG,1999
National Broadcasting Company,ORG,1999
NBC,ORG,1999
the remaining 50 percent,PERCENT,1999
two,CARDINAL,1999
Microsoft,ORG,1999
Transpoint L.L.C.,ORG,1999
Microsoft,ORG,1999
First Data Corporation,ORG,1999
Citibank,ORG,1999
5,CARDINAL,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Encarta,PERSON,1999
three,CARDINAL,1999
English,LANGUAGE,1999
monthly,DATE,1999
Microsoft Bookshelf,ORG,1999
two,CARDINAL,1999
TutorAssist(TM,PERSON,1999
Scholastic,ORG,1999
The Magic School Bus(TM,ORG,1999
Productivity and Finance,ORG,1999
Microsoft,ORG,1999
Microsoft Works,ORG,1999
one,CARDINAL,1999
Microsoft Money,ORG,1999
the United States,GPE,1999
Microsoft Works,ORG,1999
Microsoft Word,ORG,1999
Microsoft Money,ORG,1999
Microsoft,ORG,1999
Encarta,WORK_OF_ART,1999
Microsoft Graphics Studio Greetings,ORG,1999
Microsoft Expedia Streets,ORG,1999
Company,ORG,1999
Microsoft Flight Simulator,PRODUCT,1999
Monster Truck,ORG,1999
Microsoft Baseball,ORG,1999
Microsoft Golf,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Hardware Peripherals,ORG,1999
Company,ORG,1999
the Microsoft Mouse,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
two,CARDINAL,1999
VHC,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft Press,ORG,1999
"Resources, Inc.",ORG,1999
Company,ORG,1999
the United States,GPE,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
England,GPE,1999
English,LANGUAGE,1999
the United States,GPE,1999
Canada,GPE,1999
Latin America,LOC,1999
Asian,NORP,1999
Microsoft Press,ORG,1999
6,CARDINAL,1999
Customer Sales Groups,ORG,1999
The Company,ORG,1999
USWeb,ORG,1999
EDS,ORG,1999
AT&T,ORG,1999
Computer Sciences Corporation,ORG,1999
Solution Providers,ORG,1999
Solution Providers,ORG,1999
Microsoft,ORG,1999
Certified Professional,PRODUCT,1999
Microsoft,ORG,1999
four,CARDINAL,1999
Microsoft,ORG,1999
Windows,PRODUCT,1999
BackOffice,PRODUCT,1999
Microsoft,ORG,1999
Developer Tools,ORG,1999
Microsoft SQL Server,ORG,1999
Microsoft,ORG,1999
Windows DNA Architecture,PRODUCT,1999
Company,ORG,1999
Product Development,ORG,1999
7,CARDINAL,1999
Company,ORG,1999
Company,ORG,1999
third,ORDINAL,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Japanese,NORP,1999
Japanese,NORP,1999
Japanese,NORP,1999
Microsoft,ORG,1999
more than 30,CARDINAL,1999
"fiscal years 1997, 1998",DATE,1999
1999,DATE,1999
Company,ORG,1999
$1.86 billion,MONEY,1999
$2.46 billion,MONEY,1999
$2.81 billion,MONEY,1999
15.6%,PERCENT,1999
17.0%,PERCENT,1999
15.0%,PERCENT,1999
each of those years,DATE,1999
Company,ORG,1999
Microsoft,ORG,1999
third,ORDINAL,1999
Microsoft,ORG,1999
Company,ORG,1999
Puerto Rico,GPE,1999
Ireland,GPE,1999
Irish,NORP,1999
Puerto Rico,GPE,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Ireland,GPE,1999
Singapore,GPE,1999
Greater Seattle,GPE,1999
Dublin,GPE,1999
Ireland,GPE,1999
European,NORP,1999
African,NORP,1999
Middle East,LOC,1999
Singapore,GPE,1999
the Asia Pacific region,LOC,1999
Greater Seattle,GPE,1999
North and South America,LOC,1999
Company,ORG,1999
Microsoft Licensing Incorporated,ORG,1999
Reno,GPE,1999
Nevada,GPE,1999
Company,ORG,1999
OEM,ORG,1999
8,CARDINAL,1999
Marketing and Distribution    ,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
OEM,PRODUCT,1999
Microsoft,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
three,CARDINAL,1999
the South Pacific,LOC,1999
Americas,LOC,1999
Europe,LOC,1999
Middle East,LOC,1999
Africa,LOC,1999
Asia,LOC,1999
Goods Channels    Distributors and Resellers,ORG,1999
Company,ORG,1999
Inacom,ORG,1999
SoftBank,ORG,1999
Tech Data,ORG,1999
Merisel,ORG,1999
Software Spectrum,ORG,1999
Corporate Software & Technology,ORG,1999
CompUSA,ORG,1999
Software House International,ORG,1999
Softmart,ORG,1999
ASAP Software Express,ORG,1999
Microsoft,ORG,1999
Microsoft Select,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Enterprise Agreement,PRODUCT,1999
Microsoft,ORG,1999
Solution Providers,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft Solution Providers,ORG,1999
Microsoft,ORG,1999
Microsoft Direct Access,ORG,1999
Microsoft,ORG,1999
Microsoft Direct Access,ORG,1999
quarterly,DATE,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Certified Professional,PRODUCT,1999
MCP,ORG,1999
at least one,CARDINAL,1999
Microsoft,ORG,1999
MCP,ORG,1999
MCP,ORG,1999
Microsoft,ORG,1999
"more than 1,400",CARDINAL,1999
MCP,ORG,1999
Microsoft,ORG,1999
Microsoft BackOffice,ORG,1999
Consulting Services,ORG,1999
Microsoft Consulting Services,ORG,1999
Company,ORG,1999
9,CARDINAL,1999
Microsoft Consulting Services,ORG,1999
Microsoft,ORG,1999
International Sales Sites,ORG,1999
Company,ORG,1999
more than 70,CARDINAL,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Notes,PRODUCT,1999
Company,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Product Support,ORG,1999
800,CARDINAL,1999
Microsoft,ORG,1999
24 hours,TIME,1999
7 days,DATE,1999
Alliance,ORG,1999
Microsoft,ORG,1999
Professional,ORG,1999
Microsoft Certified Solution Providers,ORG,1999
Personal,ORG,1999
Microsoft,ORG,1999
KnowledgeBase,ORG,1999
thousands,CARDINAL,1999
Microsoft,ORG,1999
Microsoft TechNet,ORG,1999
Microsoft Developer Network,ORG,1999
the United States,GPE,1999
third,ORDINAL,1999
Company,ORG,1999
third,ORDINAL,1999
Microsoft Certified Solution Providers,ORG,1999
Microsoft Certified Solution Providers include Authorized Training Centers,ORG,1999
Microsoft,ORG,1999
Authorized Support Centers,ORG,1999
OEM Channel,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
one,CARDINAL,1999
Acer,ORG,1999
Actebis,ORG,1999
Compaq,ORG,1999
Dell,ORG,1999
Fujitsu/ICL,ORG,1999
Gateway 2000,ORG,1999
Hewlett-Packard,ORG,1999
IBM,ORG,1999
Micron,ORG,1999
NEC,ORG,1999
Packard Bell NEC,ORG,1999
Samsung,ORG,1999
Siemens,ORG,1999
Toshiba,ORG,1999
Vobis,ORG,1999
10,CARDINAL,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Notes to Financial Statements,PRODUCT,1999
more than 10%,PERCENT,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Sun Microsystems,ORG,1999
Oracle,ORG,1999
AOL,ORG,1999
Netscape,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Windows,PRODUCT,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
annual,DATE,1999
Operating Systems,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Apple Computer,ORG,1999
Compaq,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
third,ORDINAL,1999
Microsoft,ORG,1999
IBM,ORG,1999
AT&T,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
The Santa Cruz Operation,ORG,1999
Linux,ORG,1999
Linux,ORG,1999
Microsoft,ORG,1999
Novell,ORG,1999
NetWare,PRODUCT,1999
Banyan,GPE,1999
IBM,ORG,1999
IBM,ORG,1999
Lotus Notes,PRODUCT,1999
Apache,PRODUCT,1999
AOL,ORG,1999
Netscape,ORG,1999
11,CARDINAL,1999
IBM,ORG,1999
Sun Microsystems,ORG,1999
Microsoft,ORG,1999
Windows,PRODUCT,1999
Java,ORG,1999
AOL,ORG,1999
Sun Microsystems,ORG,1999
Business Systems,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
Software,ORG,1999
Oracle,ORG,1999
IBM,ORG,1999
Computer Associates,ORG,1999
Sybase,ORG,1999
Informix,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Lotus Notes,PRODUCT,1999
Company,ORG,1999
Desktop Applications,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Lotus,ORG,1999
Oracle,ORG,1999
Apple,ORG,1999
"Filemaker, Inc.",ORG,1999
Sun Microsystems,ORG,1999
Corel,ORG,1999
Qualcomm,ORG,1999
Europe,LOC,1999
Asia,LOC,1999
IBM,ORG,1999
Corel,ORG,1999
IBM,ORG,1999
Apple,ORG,1999
Microsoft,ORG,1999
Microsoft Office,ORG,1999
Company,ORG,1999
Borland,ORG,1999
Macromedia,ORG,1999
Oracle,ORG,1999
Sun Microsystems,ORG,1999
Sybase,ORG,1999
Symantec,ORG,1999
Consumer Platforms,ORG,1999
Apple,ORG,1999
Motorola,ORG,1999
3Com,ORG,1999
Sun Microsystems,ORG,1999
Microworkz,GPE,1999
"Be, Inc.",ORG,1999
WindRiver,ORG,1999
Symbian,ORG,1999
Company,ORG,1999
Sun Microsystems,ORG,1999
Oracle,ORG,1999
Liberate Technologies,ORG,1999
NetChannel,ORG,1999
E-Commerce,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Oracle,ORG,1999
AOL,ORG,1999
Netscape,ORG,1999
Sun Microsystems,ORG,1999
Broadvision,PERSON,1999
Microsoft,ORG,1999
MSN,ORG,1999
AOL,ORG,1999
CompuServe,ORG,1999
AT&T,ORG,1999
AOL,ORG,1999
Yahoo,ORG,1999
Lycos,ORG,1999
Infoseek,ORG,1999
AltaVista,ORG,1999
News Services,ORG,1999
Company,ORG,1999
MSNBC,ORG,1999
CNN,ORG,1999
CNN Headline News,WORK_OF_ART,1999
Fox News Network,ORG,1999
MSNBC,ORG,1999
Home and Retail,ORG,1999
Company,ORG,1999
Home and Retail,ORG,1999
Intuit,ORG,1999
Electronic Arts,ORG,1999
12,CARDINAL,1999
Mattel (The Learning Company,ORG,1999
Hasbro,ORG,1999
Logitech,ORG,1999
Voyager,PRODUCT,1999
Cendant,PRODUCT,1999
Dorling Kindersley,ORG,1999
Disney,ORG,1999
Lucas Arts,ORG,1999
Nintendo,ORG,1999
Sony,ORG,1999
PlayStation,PRODUCT,1999
Sega,ORG,1999
Company,ORG,1999
one or,QUANTITY,1999
"June 30, 1999",DATE,1999
Company,ORG,1999
"31,396",CARDINAL,1999
"21,802",CARDINAL,1999
the United States,GPE,1999
"9,594",CARDINAL,1999
"12,090",CARDINAL,1999
"15,186",CARDINAL,1999
"1,270",CARDINAL,1999
"2,850",CARDINAL,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
2,CARDINAL,1999
Company,ORG,1999
approximately 6.7 million square feet,QUANTITY,1999
King County,GPE,1999
Washington,GPE,1999
two,CARDINAL,1999
approximately 300 acres,QUANTITY,1999
Company,ORG,1999
two,CARDINAL,1999
"approximately 420,000 square feet",QUANTITY,1999
"approximately 145,000 square feet",QUANTITY,1999
the winter of 2000,DATE,1999
Company,ORG,1999
4.7 million square feet,QUANTITY,1999
Company,ORG,1999
the Puget Sound Region,LOC,1999
Company,ORG,1999
four,CARDINAL,1999
"approximately 420,000 square feet",QUANTITY,1999
the fall of 1999,DATE,1999
Company,ORG,1999
Company,ORG,1999
San Francisco,GPE,1999
California Bay Area,LOC,1999
"approximately 517,000 square feet",QUANTITY,1999
the fall of 1999,DATE,1999
Company,ORG,1999
European,NORP,1999
"345,000 square-foot",QUANTITY,1999
17 acres,QUANTITY,1999
Dublin,GPE,1999
Ireland,GPE,1999
The Ireland,GPE,1999
the United Kingdom,GPE,1999
Company,ORG,1999
three,CARDINAL,1999
"230,000 square feet",QUANTITY,1999
Les Ulis,GPE,1999
France,GPE,1999
Company,ORG,1999
"199,000 square-foot",QUANTITY,1999
Company,ORG,1999
"a 45,000 square-foot",QUANTITY,1999
Humacao,GPE,1999
Puerto Rico,GPE,1999
Company,ORG,1999
"a 36,000 square-foot",QUANTITY,1999
Singapore,GPE,1999
Asia Pacific,LOC,1999
Company,ORG,1999
Company,ORG,1999
3,CARDINAL,1999
Notes,PRODUCT,1999
40-41,CARDINAL,1999
1999,DATE,1999
13.4,CARDINAL,1999
13,CARDINAL,1999
4,CARDINAL,1999
the fourth quarter of fiscal 1999,DATE,1999
Microsoft,ORG,1999
"September 10, 1999",DATE,1999
Company,ORG,1999
William H. Gates,PERSON,1999
43,DATE,1999
Board,ORG,1999
Steven A. Ballmer,PERSON,1999
43,DATE,1999
Robert J. Herbold,PERSON,1999
57,CARDINAL,1999
Richard Belluzzo,PERSON,1999
45,CARDINAL,1999
Group,ORG,1999
Consumer and Commerce,ORG,1999
Frank M.,PERSON,1999
Pete,PERSON,1999
Higgins,PERSON,1999
41,CARDINAL,1999
Group,ORG,1999
Paul A. Maritz,PERSON,1999
44,CARDINAL,1999
Group,ORG,1999
Developer,PERSON,1999
Jeffrey S. Raikes,PERSON,1999
41,CARDINAL,1999
Group,ORG,1999
Sales and Support,ORG,1999
James E. Allchin,PERSON,1999
47,DATE,1999
Orlando Ayala Lozano,PERSON,1999
43,DATE,1999
South Pacific,LOC,1999
Americas,LOC,1999
Bradley M. Chase,PERSON,1999
39,DATE,1999
Consumer and Commerce,ORG,1999
John S. DeVaan,PERSON,1999
38,CARDINAL,1999
Consumer and Commerce,ORG,1999
Joachim Kempin...........,PERSON,1999
57,CARDINAL,1999
Michel Lacombe,PERSON,1999
48,CARDINAL,1999
Microsoft Europe,ORG,1999
Middle East,LOC,1999
Africa,LOC,1999
Gregory B. Maffei,PERSON,1999
39,DATE,1999
Robert L. Muglia,PERSON,1999
39,CARDINAL,1999
Business Productivity,ORG,1999
Craig Mundie,PERSON,1999
50,DATE,1999
William H. Neukom,PERSON,1999
57,DATE,1999
Bernard P. Vergnes,PERSON,1999
54,DATE,1999
Microsoft Europe,ORG,1999
Middle East,LOC,1999
Africa,LOC,1999
Gates,PERSON,1999
Microsoft,ORG,1999
1975,DATE,1999
the Board,ORG,1999
1981,DATE,1999
Ballmer,PERSON,1999
July 1998,DATE,1999
Sales and Support,ORG,1999
February 1992,DATE,1999
Systems Software,ORG,1999
1989,DATE,1999
1984,DATE,1999
1989,DATE,1999
Ballmer,PERSON,1999
Systems Software,ORG,1999
Microsoft,ORG,1999
1980,DATE,1999
Herbold,PERSON,1999
Microsoft,ORG,1999
November 1994,DATE,1999
Herbold,PERSON,1999
The Procter & Gamble Company,ORG,1999
1968,DATE,1999
P&G,ORG,1999
Information Services and Advertising,ORG,1999
Belluzzo,PERSON,1999
Microsoft,ORG,1999
Group,ORG,1999
September 1999,DATE,1999
Belluzzo,PERSON,1999
Board,ORG,1999
"Silicon Graphics, Inc.",ORG,1999
January 1998,DATE,1999
"Silicon Graphics, Inc.",ORG,1999
Belluzzo,ORG,1999
the Hewlett-Packard Company,ORG,1999
twenty-two years,DATE,1999
1995,DATE,1999
1993 to 1995,DATE,1999
Belluzzo,PERSON,1999
the Computer Products Organization,ORG,1999
Higgins,PERSON,1999
Microsoft,ORG,1999
Higgins,PERSON,1999
Group,ORG,1999
Interactive Media Group,ORG,1999
October 1996,DATE,1999
Group,ORG,1999
May 1995,DATE,1999
Desktop Applications Division,ORG,1999
March 1993,DATE,1999
Desktop Applications Division,ORG,1999
1992,DATE,1999
Higgins,PERSON,1999
Microsoft,ORG,1999
1983,DATE,1999
14,CARDINAL,1999
Maritz,PERSON,1999
Group,ORG,1999
March 1999,DATE,1999
Group,ORG,1999
Platforms and Applications,ORG,1999
October 1996,DATE,1999
Group,ORG,1999
May 1995,DATE,1999
Maritz,PERSON,1999
Product and Technology Strategy,ORG,1999
November 1994,DATE,1999
Systems Division,ORG,1999
February 1992,DATE,1999
Advanced Operating Systems,ORG,1999
1989,DATE,1999
Maritz,PERSON,1999
Microsoft,ORG,1999
1986,DATE,1999
Raikes,PERSON,1999
Group,ORG,1999
Sales and Support,ORG,1999
July 1998,DATE,1999
Group,ORG,1999
Sales and Marketing,ORG,1999
July 1996,DATE,1999
Microsoft North America,ORG,1999
January 1992,DATE,1999
Office Systems,ORG,1999
1990,DATE,1999
Raikes,PERSON,1999
Microsoft,ORG,1999
1981,DATE,1999
Allchin,PERSON,1999
March 1999,DATE,1999
Personal and Business Systems,ORG,1999
February 1996,DATE,1999
Business Systems Division,ORG,1999
November 1994,DATE,1999
Business Systems Division,ORG,1999
July 1991,DATE,1999
Allchin,PERSON,1999
Microsoft,ORG,1999
1991,DATE,1999
Ayala,PERSON,1999
South Pacific,LOC,1999
Americas,LOC,1999
February 1998,DATE,1999
Africa,LOC,1999
India,GPE,1999
Mediterranean,LOC,1999
Middle East,LOC,1999
Latin America,LOC,1999
Southeast Asia,LOC,1999
the South Pacific,LOC,1999
Microsoft,ORG,1999
May 1991,DATE,1999
Chase,PERSON,1999
Consumer and Commerce,ORG,1999
September 1999,DATE,1999
Chase,PERSON,1999
Consumer and Commerce,ORG,1999
March 1999,DATE,1999
Developer Relations and Windows Marketing,ORG,1999
Chase,PERSON,1999
Microsoft,ORG,1999
July 1987,DATE,1999
DeVaan,PERSON,1999
Consumer and Commerce,ORG,1999
September 1999,DATE,1999
DeVaan,PERSON,1999
Consumer and Commerce,ORG,1999
March 1999,DATE,1999
Desktop Applications,ORG,1999
1995,DATE,1999
DeVaan,PERSON,1999
Microsoft,ORG,1999
1985,DATE,1999
Kempin,PERSON,1999
OEM Sales,ORG,1999
August 1993,DATE,1999
OEM Sales,ORG,1999
1987,DATE,1999
Kempin,PERSON,1999
Microsoft,ORG,1999
1983,DATE,1999
Lacombe,PERSON,1999
Microsoft Europe,ORG,1999
Middle East,LOC,1999
Africa,LOC,1999
Europe,LOC,1999
Middle East,LOC,1999
Africa,LOC,1999
February 1998,DATE,1999
Microsoft Europe,ORG,1999
Microsoft,ORG,1999
July 1997,DATE,1999
Europe,LOC,1999
September 1995,DATE,1999
End User Customer Unit,ORG,1999
Europe,LOC,1999
April 1994,DATE,1999
Lacombe,PERSON,1999
Southern Europe,LOC,1999
May 1991,DATE,1999
Lacombe,PERSON,1999
Microsoft,ORG,1999
1983,DATE,1999
Maffei,PERSON,1999
Finance and Administration,ORG,1999
March 1999,DATE,1999
July 1997,DATE,1999
Maffei,PERSON,1999
Corporate Development,ORG,1999
July 1996,DATE,1999
April 1994,DATE,1999
Microsoft,ORG,1999
1993,DATE,1999
Business Development and Investments,ORG,1999
Muglia,PERSON,1999
Business Productivity,ORG,1999
Applications,ORG,1999
February 1998,DATE,1999
Server Applications,ORG,1999
1997,DATE,1999
1995,DATE,1999
Microsoft,ORG,1999
January 1988,DATE,1999
Mundie,PERSON,1999
Consumer Platforms,ORG,1999
February 1996,DATE,1999
Consumer Systems,ORG,1999
May 1995,DATE,1999
Advanced Consumer Technology,ORG,1999
July 1993,DATE,1999
Microsoft,ORG,1999
Advanced Consumer Technology,ORG,1999
December 1992,DATE,1999
Neukom,PERSON,1999
February 1994,DATE,1999
Microsoft,ORG,1999
1985,DATE,1999
Law and Corporate Affairs,ORG,1999
Vergnes,PERSON,1999
Microsoft Europe,ORG,1999
Middle East,LOC,1999
Africa,LOC,1999
Microsoft Europe,ORG,1999
April 1992,DATE,1999
Europe,LOC,1999
1989,DATE,1999
Vergnes,PERSON,1999
Microsoft,ORG,1999
1983,DATE,1999
20,DATE,2000
22,CARDINAL,2000
1,CARDINAL,2000
Microsoft Corporation,ORG,2000
"the ""Company""",ORG,2000
Microsoft,ORG,2000
1975,DATE,2000
1981,DATE,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Company,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Company,ORG,2000
three,CARDINAL,2000
the Business Divisions,ORG,2000
"Sales, Marketing,",ORG,2000
Support Group,ORG,2000
the Operations Group,ORG,2000
The Business Divisions,ORG,2000
Windows,PRODUCT,2000
the Business Productivity Applications,ORG,2000
Developer,ORG,2000
Consumer,ORG,2000
Windows Platforms,PRODUCT,2000
the Windows Division,ORG,2000
the Windows Digital Media Division,ORG,2000
The Windows Division,ORG,2000
The Windows Division,ORG,2000
The Windows Digital Media Division,ORG,2000
Windows,PRODUCT,2000
The Productivity Applications,ORG,2000
Developer,ORG,2000
two,CARDINAL,2000
the Business Productivity Group,ORG,2000
the Developer Group,ORG,2000
The Business Productivity Group,ORG,2000
The Developer Group,ORG,2000
the Consumer Group,ORG,2000
The Consumer Group,ORG,2000
Microsoft Press,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Support Group,ORG,2000
the Marketing Division,ORG,2000
1,CARDINAL,2000
OEM,ORG,2000
Microsoft,ORG,2000
three,CARDINAL,2000
the South Pacific,LOC,2000
Americas,LOC,2000
Europe,LOC,2000
Middle East,LOC,2000
Africa,LOC,2000
Asia,LOC,2000
"Sales, Marketing",ORG,2000
Support,ORG,2000
Company,ORG,2000
The Operations Group,ORG,2000
Windows Platforms,PRODUCT,2000
The Windows Platforms,PRODUCT,2000
Microsoft,ORG,2000
Windows,PRODUCT,2000
Windows,PRODUCT,2000
2000,CARDINAL,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Windows Media(TM),PRODUCT,2000
Windows NT,PRODUCT,2000
Windows Platforms,PRODUCT,2000
Windows Millennium Edition,PRODUCT,2000
Windows,PRODUCT,2000
Windows Millennium Edition,PRODUCT,2000
September 2000,DATE,2000
Windows 98,PRODUCT,2000
Windows 95,PRODUCT,2000
Windows 98,PRODUCT,2000
Windows 98,PRODUCT,2000
Universal Serial Bus,ORG,2000
USB,ORG,2000
June 1998,DATE,2000
Windows 2000 Professional,ORG,2000
Windows NT Workstation,PRODUCT,2000
2000,CARDINAL,2000
2000,CARDINAL,2000
98,CARDINAL,2000
Plug and Play,ORG,2000
Windows NT Workstation,PRODUCT,2000
Windows 2000,PRODUCT,2000
February 2000,DATE,2000
Windows NT Workstation,PRODUCT,2000
Windows NT Workstation,PRODUCT,2000
Windows NT Workstation,PRODUCT,2000
Intel,ORG,2000
Alpha AXP,ORG,2000
Microsoft Windows NT Workstation,ORG,2000
Windows 98,PRODUCT,2000
Windows NT,PRODUCT,2000
2000,CARDINAL,2000
Advanced Server,ORG,2000
Datacenter Server,ORG,2000
2000,CARDINAL,2000
Windows NT,PRODUCT,2000
Windows 2000,PRODUCT,2000
2000,CARDINAL,2000
Advanced Server,ORG,2000
SMP,ORG,2000
2,CARDINAL,2000
2000,CARDINAL,2000
Advanced Server,ORG,2000
February 2000,DATE,2000
Windows Datacenter Server,ORG,2000
September 2000,DATE,2000
Windows NT Server,PRODUCT,2000
Windows NT Server,PRODUCT,2000
Windows NT Server,PRODUCT,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Windows NT Server,PRODUCT,2000
Windows NT Server,PRODUCT,2000
Windows,PRODUCT,2000
Windows NT Server Enterprise Edition,ORG,2000
Microsoft Proxy Server,ORG,2000
Microsoft SNA Server,ORG,2000
Microsoft Systems Management Server,ORG,2000
Windows Media Technologies,ORG,2000
Microsoft Windows Media Technologies,ORG,2000
Windows Media Technologies,ORG,2000
the Windows Media Tools,ORG,2000
Windows Media Services,ORG,2000
Windows Media Player,PRODUCT,2000
Productivity Applications,ORG,2000
Developer    ,ORG,2000
The Productivity Applications,ORG,2000
Developer,ORG,2000
The Business Productivity Division,ORG,2000
Office,ORG,2000
Windows CE,PRODUCT,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Windows,PRODUCT,2000
Macintosh,PRODUCT,2000
Microsoft Office 2000,ORG,2000
Office,ORG,2000
Microsoft Word,ORG,2000
Microsoft Excel,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Microsoft Access,ORG,2000
Microsoft Word,ORG,2000
Microsoft Excel,ORG,2000
Microsoft,ORG,2000
Microsoft Outlook,ORG,2000
3,CARDINAL,2000
Microsoft,ORG,2000
Microsoft Access,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Desktop Application Products,ORG,2000
Company,ORG,2000
