entity,type,year
Softmart,ORG,1998
ASAP Software Express,ORG,1998
Microsoft,ORG,1998
Microsoft Select,ORG,1998
Microsoft,ORG,1998
Solution Providers,ORG,1998
Microsoft,ORG,1998
Solution Providers,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft Solution Providers,ORG,1998
Microsoft,ORG,1998
Microsoft Direct Access,ORG,1998
Microsoft,ORG,1998
Microsoft Direct Access,ORG,1998
Consulting Services,ORG,1998
The Company's Consulting Services Division,ORG,1998
Company,ORG,1998
Solution Providers,ORG,1998
International Sales Sites,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
OEM,ORG,1998
Microsoft,ORG,1998
OEM CHANNEL,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Acer,ORG,1998
Compaq,ORG,1998
Dell,ORG,1998
Fujitsu/ICL,ORG,1998
Gateway 2000,ORG,1998
Hewlett-Packard,ORG,1998
IBM,ORG,1998
NEC Packard Bell,ORG,1998
Samsung,ORG,1998
Siemens,ORG,1998
Toshiba,ORG,1998
Vobis,ORG,1998
The Company,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
KnowledgeBase,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
MSN,ORG,1998
Microsoft TechNet,ORG,1998
Microsoft Developer Network,ORG,1998
Company,ORG,1998
Microsoft Solution Providers,ORG,1998
Microsoft Solution Providers,ORG,1998
Authorized Training Centers,ORG,1998
Microsoft,ORG,1998
Authorized Support Centers,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Microsoft,ORG,1998
IBM,ORG,1998
Apple Computer,ORG,1998
Compaq,ORG,1998
Digital Equipment Corporation,ORG,1998
Hewlett-Packard,ORG,1998
Sun Microsystems,ORG,1998
Microsoft,ORG,1998
IBM,ORG,1998
AT&T,ORG,1998
Hewlett-Packard,ORG,1998
Sun Microsystems,ORG,1998
The Santa Cruz Operation,ORG,1998
Linux,ORG,1998
Oracle,ORG,1998
Corel,ORG,1998
Linux,ORG,1998
Microsoft,ORG,1998
Novell,ORG,1998
IBM,ORG,1998
IBM,ORG,1998
Netscape,ORG,1998
IBM,ORG,1998
Sun Microsystems,ORG,1998
Company,ORG,1998
IBM,ORG,1998
Hewlett-Packard,ORG,1998
Sun Microsystems,ORG,1998
Software,ORG,1998
Oracle,ORG,1998
IBM,ORG,1998
Computer Associates,ORG,1998
Sybase,ORG,1998
Informix,ORG,1998
Company,ORG,1998
IBM,ORG,1998
Company,ORG,1998
Company,ORG,1998
IBM,ORG,1998
Lotus,ORG,1998
Oracle,ORG,1998
Apple,ORG,1998
"Filemaker, Inc.",ORG,1998
Corel,ORG,1998
IBM,ORG,1998
Corel,ORG,1998
IBM,ORG,1998
Apple,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Borland,ORG,1998
Macromedia,ORG,1998
Oracle,ORG,1998
Sun Microsystems,ORG,1998
Sybase,ORG,1998
Symantec,ORG,1998
Company,ORG,1998
MSNBC,ORG,1998
CNN,ORG,1998
Fox News Network,ORG,1998
MSNBC,ORG,1998
Apple,ORG,1998
Motorola,ORG,1998
3Com,ORG,1998
Company,ORG,1998
Sun Microsystems,ORG,1998
Oracle,ORG,1998
NetChannel,ORG,1998
Company,ORG,1998
IBM,ORG,1998
Netscape,ORG,1998
Novell,ORG,1998
Oracle,ORG,1998
Real Networks,ORG,1998
Sun Microsystems',ORG,1998
Netscape,ORG,1998
Lycos,ORG,1998
Yahoo,ORG,1998
Infoseek,ORG,1998
CitySearch,ORG,1998
Microsoft,ORG,1998
MSN,ORG,1998
America Online,ORG,1998
the World Wide Web,ORG,1998
Company,ORG,1998
Interactive Media,ORG,1998
Intuit,ORG,1998
The Learning Company (,ORG,1998
MECC,ORG,1998
Sierra,ORG,1998
Davidson Associates,ORG,1998
Dorling Kindersley,ORG,1998
Disney,ORG,1998
Lucas Arts,ORG,1998
Nintendo,ORG,1998
Sony,ORG,1998
Sega,ORG,1998
Microsoft,ORG,1998
IBM,ORG,1998
Sun Microsystems,ORG,1998
Oracle,ORG,1998
Netscape,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Microsoft,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
The Company,ORG,1998
Company,ORG,1998
The Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Company,ORG,1998
Microsoft Corporation,ORG,1999
"the ""Company""",ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
the Business Divisions,ORG,1999
Sales and Support Group,ORG,1999
the Operations Group,ORG,1999
The Business Divisions,ORG,1999
the Business Productivity Applications,ORG,1999
Developer,ORG,1999
"Consumer, Commerce",ORG,1999
The Business and Enterprise Group,ORG,1999
The Consumer Windows Group,ORG,1999
The Streaming Media Division,ORG,1999
The Business Productivity Applications,ORG,1999
Developer,ORG,1999
The Business Productivity Group,ORG,1999
The Developer Group,ORG,1999
"Consumer, Commerce",ORG,1999
the Consumer and Commerce Group,ORG,1999
the Home and Retail Division,ORG,1999
The Consumer and Commerce Group,ORG,1999
The Home and Retail Division,ORG,1999
Microsoft Press,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
The Sales and Support Group,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Sales and Support,ORG,1999
Company,ORG,1999
The Operations Group,ORG,1999
Microsoft Press,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Universal Serial Bus,ORG,1999
USB,ORG,1999
Intel,ORG,1999
Intel,ORG,1999
Alpha AXP,ORG,1999
Microsoft Windows NT Workstation,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Windows NT Server Enterprise Edition,ORG,1999
Microsoft Proxy Server,ORG,1999
Microsoft SNA Server,ORG,1999
Microsoft Systems Management Server,ORG,1999
Windows Media Technologies,ORG,1999
Microsoft Windows Media Technologies,ORG,1999
Media Technologies,ORG,1999
Windows Media Services,ORG,1999
Productivity Applications,ORG,1999
Developer    ,ORG,1999
The Productivity Applications,ORG,1999
Developer,ORG,1999
Business Productivity,ORG,1999
The Business Productivity Division,ORG,1999
Office,ORG,1999
Microsoft Office,ORG,1999
Microsoft Office,ORG,1999
Microsoft Office,ORG,1999
Microsoft Office,ORG,1999
Microsoft Office 2000,ORG,1999
Office,ORG,1999
Microsoft Word,ORG,1999
Microsoft Excel,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft Access,ORG,1999
Microsoft Word,ORG,1999
Microsoft Excel,ORG,1999
Microsoft,ORG,1999
Microsoft Outlook,ORG,1999
Microsoft,ORG,1999
Microsoft Access,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Desktop Application Products,ORG,1999
Company,ORG,1999
Microsoft Project,ORG,1999
Microsoft Publisher,ORG,1999
Server Applications,ORG,1999
Microsoft,ORG,1999
BackOffice,ORG,1999
"BackOffice Server, Exchange Server",ORG,1999
Proxy Server,ORG,1999
Site Server,ORG,1999
SQL,ORG,1999
Microsoft BackOffice Small Business Server,ORG,1999
Microsoft Site Server,ORG,1999
Microsoft Site Server Commerce,ORG,1999
Microsoft Exchange Server,ORG,1999
Company,ORG,1999
Microsoft Exchange Server,ORG,1999
Exchange Server,ORG,1999
Windows CE,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
API,ORG,1999
Microsoft,ORG,1999
The Developer Group,ORG,1999
Microsoft,ORG,1999
COM,ORG,1999
COM,ORG,1999
COM,ORG,1999
Company,ORG,1999
Microsoft Visual C++(R,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft Access,ORG,1999
The Microsoft Visual InterDev(TM,ORG,1999
HTML,ORG,1999
Microsoft Visual J++(TM,ORG,1999
Java,ORG,1999
Microsoft Visual Studio(R,ORG,1999
Visual Basic,ORG,1999
Visual C++,ORG,1999
Microsoft Visual FoxPro(R,ORG,1999
Visual InterDev,ORG,1999
the Microsoft Developer Network,ORG,1999
Microsoft SQL Server,ORG,1999
Microsoft,ORG,1999
SQL Server,ORG,1999
Consumer and Commerce,ORG,1999
The Consumer and Commerce Group,ORG,1999
MSN Internet Access,ORG,1999
MSN Portal,ORG,1999
MSN Commerce Platforms,ORG,1999
The Microsoft Network,ORG,1999
MSN Internet Access,ORG,1999
MSN,ORG,1999
MSN Internet Access,ORG,1999
MSN Hotmail,ORG,1999
Microsoft MSN Messenger Service,ORG,1999
MSN Messenger Service,ORG,1999
WebTV Networks,ORG,1999
the WebTV Network Service,ORG,1999
the WebTV Internet Terminal,ORG,1999
WebTV Plus Receiver,ORG,1999
Company,ORG,1999
MSN Portal,ORG,1999
MSN Portal,ORG,1999
Microsoft CarPoint(TM,ORG,1999
Microsoft Expedia(TM,ORG,1999
Microsoft,ORG,1999
MSNBC,ORG,1999
the MSNBC Cable Network,ORG,1999
MSN Commerce,ORG,1999
MSN Commerce,ORG,1999
MSN,ORG,1999
Microsoft Passport,ORG,1999
Microsoft Passport,ORG,1999
Microsoft Passport,ORG,1999
MSN LinkExchange,ORG,1999
Company,ORG,1999
TransPoint,ORG,1999
TransPoint,ORG,1999
Joint Ventures,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
DreamWorks Interactive L.L.C.,ORG,1999
DreamWorks SKG,ORG,1999
Microsoft,ORG,1999
MSNBC Cable L.L.C.,ORG,1999
MSNBC Interactive News L.L.C.,ORG,1999
National Broadcasting Company,ORG,1999
NBC,ORG,1999
Microsoft,ORG,1999
Transpoint L.L.C.,ORG,1999
Microsoft,ORG,1999
First Data Corporation,ORG,1999
Citibank,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft Bookshelf,ORG,1999
Scholastic,ORG,1999
The Magic School Bus(TM,ORG,1999
Productivity and Finance,ORG,1999
Microsoft,ORG,1999
Microsoft Works,ORG,1999
Microsoft Money,ORG,1999
Microsoft Works,ORG,1999
Microsoft Word,ORG,1999
Microsoft Money,ORG,1999
Microsoft,ORG,1999
Microsoft Graphics Studio Greetings,ORG,1999
Microsoft Expedia Streets,ORG,1999
Company,ORG,1999
Monster Truck,ORG,1999
Microsoft Baseball,ORG,1999
Microsoft Golf,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Hardware Peripherals,ORG,1999
Company,ORG,1999
the Microsoft Mouse,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
VHC,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft Press,ORG,1999
"Resources, Inc.",ORG,1999
Company,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Microsoft Press,ORG,1999
Customer Sales Groups,ORG,1999
The Company,ORG,1999
USWeb,ORG,1999
EDS,ORG,1999
AT&T,ORG,1999
Computer Sciences Corporation,ORG,1999
Solution Providers,ORG,1999
Solution Providers,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Developer Tools,ORG,1999
Microsoft SQL Server,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Product Development,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft Licensing Incorporated,ORG,1999
Company,ORG,1999
OEM,ORG,1999
Marketing and Distribution    ,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Goods Channels    Distributors and Resellers,ORG,1999
Company,ORG,1999
Inacom,ORG,1999
SoftBank,ORG,1999
Tech Data,ORG,1999
Merisel,ORG,1999
Software Spectrum,ORG,1999
Corporate Software & Technology,ORG,1999
CompUSA,ORG,1999
Software House International,ORG,1999
Softmart,ORG,1999
ASAP Software Express,ORG,1999
Microsoft,ORG,1999
Microsoft Select,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Solution Providers,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft Solution Providers,ORG,1999
Microsoft,ORG,1999
Microsoft Direct Access,ORG,1999
Microsoft,ORG,1999
Microsoft Direct Access,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
MCP,ORG,1999
Microsoft,ORG,1999
MCP,ORG,1999
MCP,ORG,1999
Microsoft,ORG,1999
MCP,ORG,1999
Microsoft,ORG,1999
Microsoft BackOffice,ORG,1999
Consulting Services,ORG,1999
Microsoft Consulting Services,ORG,1999
Company,ORG,1999
Microsoft Consulting Services,ORG,1999
Microsoft,ORG,1999
International Sales Sites,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
OEM,ORG,1999
Microsoft,ORG,1999
Product Support,ORG,1999
Microsoft,ORG,1999
Alliance,ORG,1999
Microsoft,ORG,1999
Professional,ORG,1999
Microsoft Certified Solution Providers,ORG,1999
Personal,ORG,1999
Microsoft,ORG,1999
KnowledgeBase,ORG,1999
Microsoft,ORG,1999
Microsoft TechNet,ORG,1999
Microsoft Developer Network,ORG,1999
Company,ORG,1999
Microsoft Certified Solution Providers,ORG,1999
Microsoft Certified Solution Providers include Authorized Training Centers,ORG,1999
Microsoft,ORG,1999
Authorized Support Centers,ORG,1999
OEM Channel,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Acer,ORG,1999
Actebis,ORG,1999
Compaq,ORG,1999
Dell,ORG,1999
Fujitsu/ICL,ORG,1999
Gateway 2000,ORG,1999
Hewlett-Packard,ORG,1999
IBM,ORG,1999
Micron,ORG,1999
NEC,ORG,1999
Packard Bell NEC,ORG,1999
Samsung,ORG,1999
Siemens,ORG,1999
Toshiba,ORG,1999
Vobis,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Sun Microsystems,ORG,1999
Oracle,ORG,1999
AOL,ORG,1999
Netscape,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Operating Systems,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Apple Computer,ORG,1999
Compaq,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
AT&T,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
The Santa Cruz Operation,ORG,1999
Linux,ORG,1999
Linux,ORG,1999
Microsoft,ORG,1999
Novell,ORG,1999
IBM,ORG,1999
IBM,ORG,1999
AOL,ORG,1999
Netscape,ORG,1999
IBM,ORG,1999
Sun Microsystems,ORG,1999
Microsoft,ORG,1999
Java,ORG,1999
AOL,ORG,1999
Sun Microsystems,ORG,1999
Business Systems,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Hewlett-Packard,ORG,1999
Sun Microsystems,ORG,1999
Software,ORG,1999
Oracle,ORG,1999
IBM,ORG,1999
Computer Associates,ORG,1999
Sybase,ORG,1999
Informix,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Company,ORG,1999
Desktop Applications,ORG,1999
Company,ORG,1999
IBM,ORG,1999
Lotus,ORG,1999
Oracle,ORG,1999
Apple,ORG,1999
"Filemaker, Inc.",ORG,1999
Sun Microsystems,ORG,1999
Corel,ORG,1999
Qualcomm,ORG,1999
IBM,ORG,1999
Corel,ORG,1999
IBM,ORG,1999
Apple,ORG,1999
Microsoft,ORG,1999
Microsoft Office,ORG,1999
Company,ORG,1999
Borland,ORG,1999
Macromedia,ORG,1999
Oracle,ORG,1999
Sun Microsystems,ORG,1999
Sybase,ORG,1999
Symantec,ORG,1999
Consumer Platforms,ORG,1999
Apple,ORG,1999
Motorola,ORG,1999
3Com,ORG,1999
Sun Microsystems,ORG,1999
"Be, Inc.",ORG,1999
WindRiver,ORG,1999
Symbian,ORG,1999
Company,ORG,1999
Sun Microsystems,ORG,1999
Oracle,ORG,1999
Liberate Technologies,ORG,1999
NetChannel,ORG,1999
E-Commerce,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
IBM,ORG,1999
Oracle,ORG,1999
AOL,ORG,1999
Netscape,ORG,1999
Sun Microsystems,ORG,1999
Microsoft,ORG,1999
MSN,ORG,1999
AOL,ORG,1999
CompuServe,ORG,1999
AT&T,ORG,1999
AOL,ORG,1999
Yahoo,ORG,1999
Lycos,ORG,1999
Infoseek,ORG,1999
AltaVista,ORG,1999
News Services,ORG,1999
Company,ORG,1999
MSNBC,ORG,1999
CNN,ORG,1999
Fox News Network,ORG,1999
MSNBC,ORG,1999
Home and Retail,ORG,1999
Company,ORG,1999
Home and Retail,ORG,1999
Intuit,ORG,1999
Electronic Arts,ORG,1999
Mattel (The Learning Company,ORG,1999
Hasbro,ORG,1999
Logitech,ORG,1999
Dorling Kindersley,ORG,1999
Disney,ORG,1999
Lucas Arts,ORG,1999
Nintendo,ORG,1999
Sony,ORG,1999
Sega,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Company,ORG,1999
Microsoft,ORG,1999
Company,ORG,1999
Board,ORG,1999
Group,ORG,1999
Consumer and Commerce,ORG,1999
Group,ORG,1999
Group,ORG,1999
Group,ORG,1999
Sales and Support,ORG,1999
Consumer and Commerce,ORG,1999
Consumer and Commerce,ORG,1999
Microsoft Europe,ORG,1999
Business Productivity,ORG,1999
Microsoft Europe,ORG,1999
Microsoft,ORG,1999
the Board,ORG,1999
Sales and Support,ORG,1999
Systems Software,ORG,1999
Systems Software,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
The Procter & Gamble Company,ORG,1999
P&G,ORG,1999
Information Services and Advertising,ORG,1999
Microsoft,ORG,1999
Group,ORG,1999
Board,ORG,1999
"Silicon Graphics, Inc.",ORG,1999
"Silicon Graphics, Inc.",ORG,1999
Belluzzo,ORG,1999
the Hewlett-Packard Company,ORG,1999
the Computer Products Organization,ORG,1999
Microsoft,ORG,1999
Group,ORG,1999
Interactive Media Group,ORG,1999
Group,ORG,1999
Desktop Applications Division,ORG,1999
Desktop Applications Division,ORG,1999
Microsoft,ORG,1999
Group,ORG,1999
Group,ORG,1999
Platforms and Applications,ORG,1999
Group,ORG,1999
Product and Technology Strategy,ORG,1999
Systems Division,ORG,1999
Advanced Operating Systems,ORG,1999
Microsoft,ORG,1999
Group,ORG,1999
Sales and Support,ORG,1999
Group,ORG,1999
Sales and Marketing,ORG,1999
Microsoft North America,ORG,1999
Office Systems,ORG,1999
Microsoft,ORG,1999
Personal and Business Systems,ORG,1999
Business Systems Division,ORG,1999
Business Systems Division,ORG,1999
Microsoft,ORG,1999
Microsoft,ORG,1999
Consumer and Commerce,ORG,1999
Consumer and Commerce,ORG,1999
Developer Relations and Windows Marketing,ORG,1999
Microsoft,ORG,1999
Consumer and Commerce,ORG,1999
Consumer and Commerce,ORG,1999
Desktop Applications,ORG,1999
Microsoft,ORG,1999
OEM Sales,ORG,1999
OEM Sales,ORG,1999
Microsoft,ORG,1999
Microsoft Europe,ORG,1999
Microsoft Europe,ORG,1999
Microsoft,ORG,1999
End User Customer Unit,ORG,1999
Microsoft,ORG,1999
Finance and Administration,ORG,1999
Corporate Development,ORG,1999
Microsoft,ORG,1999
Business Development and Investments,ORG,1999
Business Productivity,ORG,1999
Applications,ORG,1999
Server Applications,ORG,1999
Microsoft,ORG,1999
Consumer Platforms,ORG,1999
Consumer Systems,ORG,1999
Advanced Consumer Technology,ORG,1999
Microsoft,ORG,1999
Advanced Consumer Technology,ORG,1999
Microsoft,ORG,1999
Law and Corporate Affairs,ORG,1999
Microsoft Europe,ORG,1999
Microsoft Europe,ORG,1999
Microsoft,ORG,1999
Microsoft Corporation,ORG,2000
"the ""Company""",ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Company,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Company,ORG,2000
the Business Divisions,ORG,2000
"Sales, Marketing,",ORG,2000
Support Group,ORG,2000
the Operations Group,ORG,2000
The Business Divisions,ORG,2000
the Business Productivity Applications,ORG,2000
Developer,ORG,2000
Consumer,ORG,2000
the Windows Division,ORG,2000
the Windows Digital Media Division,ORG,2000
The Windows Division,ORG,2000
The Windows Division,ORG,2000
The Windows Digital Media Division,ORG,2000
The Productivity Applications,ORG,2000
Developer,ORG,2000
the Business Productivity Group,ORG,2000
the Developer Group,ORG,2000
The Business Productivity Group,ORG,2000
The Developer Group,ORG,2000
the Consumer Group,ORG,2000
The Consumer Group,ORG,2000
Microsoft Press,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Support Group,ORG,2000
the Marketing Division,ORG,2000
OEM,ORG,2000
Microsoft,ORG,2000
"Sales, Marketing",ORG,2000
Support,ORG,2000
Company,ORG,2000
The Operations Group,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Universal Serial Bus,ORG,2000
USB,ORG,2000
Windows 2000 Professional,ORG,2000
Plug and Play,ORG,2000
Intel,ORG,2000
Alpha AXP,ORG,2000
Microsoft Windows NT Workstation,ORG,2000
Advanced Server,ORG,2000
Datacenter Server,ORG,2000
Advanced Server,ORG,2000
SMP,ORG,2000
Advanced Server,ORG,2000
Windows Datacenter Server,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Windows NT Server Enterprise Edition,ORG,2000
Microsoft Proxy Server,ORG,2000
Microsoft SNA Server,ORG,2000
Microsoft Systems Management Server,ORG,2000
Windows Media Technologies,ORG,2000
Microsoft Windows Media Technologies,ORG,2000
Windows Media Technologies,ORG,2000
the Windows Media Tools,ORG,2000
Windows Media Services,ORG,2000
Productivity Applications,ORG,2000
Developer    ,ORG,2000
The Productivity Applications,ORG,2000
Developer,ORG,2000
The Business Productivity Division,ORG,2000
Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office,ORG,2000
Microsoft Office 2000,ORG,2000
Office,ORG,2000
Microsoft Word,ORG,2000
Microsoft Excel,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Microsoft Access,ORG,2000
Microsoft Word,ORG,2000
Microsoft Excel,ORG,2000
Microsoft,ORG,2000
Microsoft Outlook,ORG,2000
Microsoft,ORG,2000
Microsoft Access,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Desktop Application Products,ORG,2000
Company,ORG,2000
Microsoft Project,ORG,2000
Microsoft,ORG,2000
CAD,ORG,2000
Microsoft Publisher,ORG,2000
Server Applications,ORG,2000
Microsoft,ORG,2000
BackOffice,ORG,2000
"BackOffice Server, Exchange Server",ORG,2000
Proxy Server,ORG,2000
Site Server,ORG,2000
SQL,ORG,2000
Microsoft BackOffice Small Business Server,ORG,2000
Microsoft Site Server,ORG,2000
Microsoft Site Server Commerce,ORG,2000
Microsoft Exchange Server,ORG,2000
Company,ORG,2000
Microsoft Exchange Server,ORG,2000
Exchange Server,ORG,2000
Windows CE,ORG,2000
Company,ORG,2000
Microsoft,ORG,2000
API,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
bCentral,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Microsoft bCentral LinkExchange,ORG,2000
Company,ORG,2000
The Developer Group,ORG,2000
Microsoft,ORG,2000
COM,ORG,2000
COM,ORG,2000
COM,ORG,2000
Company,ORG,2000
Microsoft Visual C++(R,ORG,2000
Company,ORG,2000
Microsoft,ORG,2000
Microsoft Access,ORG,2000
The Microsoft Visual InterDev(TM,ORG,2000
HTML,ORG,2000
Microsoft Visual J++(TM,ORG,2000
Java,ORG,2000
Microsoft Visual Studio(R,ORG,2000
Visual Basic,ORG,2000
Visual C++,ORG,2000
Microsoft Visual FoxPro(R,ORG,2000
Visual InterDev,ORG,2000
the Microsoft Developer Network,ORG,2000
Microsoft SQL Server,ORG,2000
Microsoft,ORG,2000
SQL Server,ORG,2000
Consumer Group,ORG,2000
MSN,ORG,2000
MSN Portal,ORG,2000
The Microsoft Network,ORG,2000
MSN Internet Access,ORG,2000
MSN,ORG,2000
MSN Internet Access,ORG,2000
MSN Hotmail,ORG,2000
Microsoft MSN Messenger Service,ORG,2000
MSN Messenger Service,ORG,2000
WebTV Networks,ORG,2000
the WebTV Network Service,ORG,2000
the WebTV Internet Terminal,ORG,2000
WebTV Plus Receiver,ORG,2000
Company,ORG,2000
MSN Portal,ORG,2000
MSN Portal,ORG,2000
Microsoft CarPoint(TM,ORG,2000
Microsoft,ORG,2000
"Expedia, Inc.",ORG,2000
Microsoft,ORG,2000
Expedia,ORG,2000
Expedia,ORG,2000
"Travelscape.com, Inc.",ORG,2000
"VacationSpot.com, Inc.",ORG,2000
MSNBC,ORG,2000
the MSNBC Cable Network,ORG,2000
Microsoft Passport,ORG,2000
Microsoft Passport,ORG,2000
Microsoft Passport,ORG,2000
TransPoint,ORG,2000
TransPoint,ORG,2000
Microsoft,ORG,2000
Microsoft Bookshelf,ORG,2000
Microsoft Bookshelf,ORG,2000
Scholastic,ORG,2000
The Magic School Bus(TM,ORG,2000
Productivity and Finance,ORG,2000
Microsoft,ORG,2000
Microsoft Works,ORG,2000
Microsoft Money,ORG,2000
Microsoft Works,ORG,2000
Microsoft Word,ORG,2000
Microsoft Money,ORG,2000
Microsoft,ORG,2000
Microsoft Graphics Studio Greetings,ORG,2000
Microsoft Expedia Streets,ORG,2000
Company,ORG,2000
Monster Truck,ORG,2000
Microsoft Baseball,ORG,2000
Microsoft Links,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Hardware Peripherals,ORG,2000
Company,ORG,2000
the Microsoft Mouse,ORG,2000
Microsoft,ORG,2000
Company,ORG,2000
Microsoft,ORG,2000
Keyboard,ORG,2000
Microsoft,ORG,2000
Microsoft,ORG,2000
Joint Ventures,ORG,2000
